Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
35,2,742,2,9,3,2,3,1,55,2,3,7,1,1,10272,21530,9,0,17,3,3,0,14,2,2,12,11,6,0,1
29,2,520,2,18,1,1,3,0,42,1,2,7,1,1,7213,11362,2,0,13,3,1,0,10,2,1,8,6,2,7,1
28,1,865,1,1,2,1,1,0,38,2,1,2,1,0,2400,6827,1,0,12,3,3,1,1,1,3,1,0,0,0,1
28,1,939,1,1,3,3,1,1,49,2,1,2,1,0,2575,7195,1,0,14,3,1,1,1,2,2,1,0,0,0,1
35,1,1186,1,4,3,4,3,1,86,3,3,6,1,1,9655,10330,0,1,21,3,1,0,9,2,2,8,7,4,7,1
46,1,1217,2,12,3,2,2,0,47,3,2,7,4,1,7218,5635,2,0,17,3,1,1,9,3,3,8,6,5,6,1
38,1,575,2,25,1,1,2,0,62,3,2,7,2,1,6830,10719,2,0,12,3,2,0,9,2,2,7,5,1,6,1
34,1,987,0,22,3,0,2,0,43,2,3,1,1,0,9950,11533,8,1,14,3,3,2,11,1,2,3,2,0,2,1
46,2,614,1,1,4,3,2,0,65,2,3,5,3,1,10345,14740,2,0,13,3,2,0,27,3,2,25,4,5,8,1
25,1,1123,1,3,3,3,3,0,80,3,1,6,1,2,2351,8360,3,1,12,3,3,0,4,4,3,3,1,0,2,1
30,1,716,1,6,1,2,2,0,75,3,1,6,1,2,2802,17127,1,0,11,3,2,0,6,2,3,3,2,0,2,1
37,2,869,1,4,2,2,2,0,71,2,1,4,2,1,2879,17377,2,0,11,3,3,0,8,1,2,5,4,1,1,1
50,1,975,1,20,2,1,1,1,85,2,1,2,3,2,2527,10274,0,0,17,3,3,0,4,2,3,3,2,1,0,1
41,2,928,1,5,2,1,1,1,88,2,1,2,1,1,2366,14715,3,0,12,3,3,0,9,3,3,3,2,0,1,1
22,1,365,1,8,2,1,2,0,80,2,1,5,3,0,2396,25174,1,0,20,4,2,0,2,2,2,2,2,0,2,1
28,1,1216,2,11,3,4,3,1,47,2,2,7,1,2,5318,3581,6,0,15,3,2,0,6,2,2,4,2,0,2,1
34,0,1060,1,20,2,4,1,0,72,2,3,0,2,1,8417,13059,1,0,11,3,2,0,10,2,2,10,7,0,7,1
25,1,521,0,13,3,1,3,0,53,2,1,4,3,0,2154,9825,3,0,11,3,2,0,3,1,2,2,1,0,1,1
34,2,621,1,13,3,3,2,0,38,2,1,2,2,0,3749,10073,0,1,23,3,3,1,4,2,1,3,2,0,2,1
40,1,910,1,14,3,5,2,1,46,2,1,6,3,1,2507,15610,8,0,15,3,4,1,5,3,3,1,0,0,0,1
44,2,893,2,7,3,1,2,1,59,2,3,7,1,1,9310,21532,9,0,18,3,3,0,12,2,2,10,9,6,3,1
35,1,513,1,13,3,2,1,1,62,3,3,2,3,0,9976,22680,5,0,11,3,1,1,15,4,3,1,0,0,0,1
30,2,400,1,5,4,4,2,1,71,1,1,3,2,1,2343,4936,1,1,11,3,3,0,8,3,2,8,7,2,7,1
19,2,486,0,2,2,4,1,1,52,2,1,1,4,2,2569,18426,1,0,12,3,3,0,1,2,3,1,0,0,0,1
35,2,696,1,17,3,3,1,0,69,2,2,3,2,0,4768,7846,5,0,16,3,2,0,10,2,2,4,2,2,2,1
30,1,392,1,22,3,1,1,0,55,3,3,2,3,1,9074,23462,2,0,15,3,2,1,11,2,2,4,1,0,3,1
37,2,560,1,8,3,1,3,0,73,2,1,2,1,2,1834,21935,2,0,13,3,2,0,11,3,1,4,3,0,0,1
34,1,950,0,22,3,0,1,0,44,3,3,0,1,0,10055,11628,8,0,14,3,3,3,11,2,3,3,2,0,2,1
29,1,854,1,17,1,2,2,1,84,2,1,6,3,1,2356,14915,1,0,13,3,3,0,3,2,2,3,2,0,0,1
32,1,589,1,17,3,1,1,1,62,2,3,1,2,1,9956,22528,4,0,13,3,1,0,12,2,3,4,3,1,0,1
25,1,139,1,19,2,1,3,1,57,2,1,2,3,2,1996,13099,3,0,13,3,2,0,4,2,3,2,1,0,2,1
36,1,397,1,8,3,2,4,0,54,3,1,4,1,2,4194,4870,1,0,14,3,1,0,9,3,1,9,2,1,7,1
21,2,180,1,11,2,1,3,0,88,3,1,7,2,2,2690,25490,1,0,15,3,3,0,1,0,3,1,0,0,0,1
19,2,885,1,16,1,2,4,1,42,3,1,7,3,2,1389,26896,1,1,15,3,4,0,0,3,2,0,0,0,0,1
28,1,106,1,23,2,1,3,0,49,1,1,2,3,1,2033,12934,4,0,14,3,2,0,5,3,2,3,2,0,2,1
26,2,722,1,18,3,1,2,0,92,2,1,3,2,2,2700,18140,1,1,19,3,2,0,1,2,1,1,0,0,0,1
25,1,520,1,19,1,1,2,1,78,1,1,7,3,2,1379,7940,2,0,13,3,3,0,3,3,2,2,1,0,1,1
35,1,745,1,4,3,5,3,1,50,3,1,7,4,1,2154,3366,5,0,17,3,3,0,13,5,3,1,0,0,0,1
31,2,1358,1,6,4,4,3,1,60,3,1,2,3,2,3327,11099,1,1,12,3,3,0,2,3,2,2,2,1,2,1
22,1,1257,1,7,1,2,2,0,77,2,1,2,1,1,2336,16008,1,0,16,3,2,0,1,5,3,1,0,0,0,1
25,2,231,2,6,3,2,2,0,45,2,2,7,3,1,5881,26782,1,0,11,3,4,0,6,1,2,6,4,0,3,1
33,1,860,1,12,3,1,4,0,72,3,2,4,3,1,4739,23081,0,0,18,3,2,1,7,1,2,6,2,2,1,1
31,1,992,1,9,2,1,3,1,79,2,2,2,2,1,4893,22723,1,0,18,3,1,0,9,3,3,9,3,1,1,1
38,2,1286,1,6,3,1,1,1,72,3,1,2,1,1,2176,3312,2,1,14,3,1,0,9,2,1,3,1,0,2,1
41,2,846,1,4,3,1,1,0,82,2,1,3,1,1,2431,14662,3,0,12,3,3,0,8,3,3,2,2,1,2,1
35,2,730,1,1,2,1,1,0,73,1,1,6,2,1,2383,3849,4,1,13,3,3,0,7,3,3,5,5,1,5,1
19,2,483,1,17,1,1,4,1,58,3,1,7,2,2,1931,26585,1,1,20,3,3,0,0,2,2,0,0,0,0,1
37,2,897,1,2,3,3,2,1,81,3,2,3,2,0,4854,7657,4,0,11,3,1,1,7,2,2,4,1,0,3,1
31,2,313,1,18,4,2,3,1,93,2,2,4,3,1,6177,20993,1,1,15,3,3,1,10,3,2,9,3,6,7,1
29,1,451,1,15,3,1,2,1,73,2,1,7,1,1,2157,14556,1,0,19,3,2,0,1,2,3,1,0,0,0,1
32,1,377,1,12,1,4,2,0,77,3,2,1,3,1,7417,23023,0,1,12,3,1,0,10,1,3,7,6,5,6,1
43,2,1107,1,10,3,1,2,1,94,2,1,5,3,2,2909,10814,1,0,11,3,3,0,5,3,2,5,3,0,1,1
29,1,448,1,19,2,1,3,0,66,1,1,6,3,2,2544,14712,1,0,20,3,2,0,1,3,2,1,0,1,0,1
21,1,160,1,11,2,1,2,0,87,3,1,7,2,2,2711,25416,1,0,15,3,3,0,1,0,2,1,0,0,0,1
27,1,997,0,3,2,3,1,0,47,2,1,1,2,0,2540,7126,0,0,14,3,1,1,1,2,3,1,0,0,0,1
29,2,990,1,2,3,2,1,0,39,3,1,6,3,1,4842,26163,8,0,14,3,2,2,4,3,3,2,2,1,2,1
34,2,394,1,8,3,1,2,0,55,2,1,4,1,2,1567,22087,1,0,12,3,2,0,6,3,2,2,1,0,0,1
24,1,549,1,1,1,3,2,0,76,1,1,5,1,1,2471,21188,2,0,20,4,1,0,5,4,4,3,2,0,2,1
27,0,719,1,2,1,3,2,0,98,1,1,7,1,1,2240,20719,2,0,19,3,1,0,2,3,2,0,0,0,0,1
52,2,1142,1,19,2,1,1,1,96,3,1,3,3,2,2691,10429,1,0,14,3,3,0,5,3,3,4,2,0,0,1
40,1,958,1,18,2,3,3,1,59,3,1,5,3,0,2838,20380,5,1,11,3,3,0,6,2,3,2,2,1,2,1
37,2,932,1,2,3,2,2,1,81,2,2,4,1,0,4922,7705,4,0,11,3,1,2,7,2,3,4,2,1,3,1
44,2,396,1,11,4,2,3,0,63,3,1,4,1,1,4494,4811,3,0,16,3,1,1,8,3,1,8,3,1,6,1
22,1,1247,1,3,3,1,3,1,44,2,1,5,4,1,3034,4305,0,1,11,3,2,1,2,4,3,1,1,1,1,1
33,2,863,1,3,3,4,3,1,57,3,1,7,4,1,2166,3212,2,0,14,3,2,1,13,4,3,1,0,0,0,1
47,2,510,1,18,2,1,2,0,69,2,1,6,2,1,5693,5334,5,1,14,3,1,2,7,4,3,5,4,2,1,1
38,0,878,0,25,3,0,1,0,58,3,3,1,1,0,10594,11103,6,1,13,3,3,2,10,2,2,5,3,3,4,1
30,0,475,1,5,3,2,1,0,73,2,1,2,1,2,3383,17079,2,1,16,3,2,0,7,2,2,0,0,0,0,1
40,1,1011,1,16,3,1,2,0,86,4,2,5,2,2,6819,9772,2,0,11,3,2,0,8,2,3,7,5,2,4,1
30,2,1379,1,11,4,3,2,1,46,3,1,5,1,0,4061,11440,1,0,16,3,3,0,7,2,1,2,1,1,2,1
31,2,776,1,10,2,2,1,0,64,1,1,3,1,1,4595,14766,4,0,13,3,1,0,10,2,1,1,0,0,0,1
43,2,1107,1,10,3,1,2,1,94,2,1,5,3,2,2909,10815,1,0,11,3,3,0,5,3,2,5,3,0,1,1
19,2,1225,1,11,1,2,4,1,34,3,1,6,3,2,1118,26969,1,1,12,3,4,0,0,4,2,0,0,0,0,1
31,1,388,2,10,3,3,1,0,65,3,2,7,1,2,7145,17990,2,0,14,3,1,0,6,3,2,5,2,0,1,1
26,1,302,1,3,1,2,2,1,36,2,1,3,1,2,2593,5138,5,0,11,3,2,0,6,2,2,0,0,0,0,1
27,2,1192,1,12,3,3,1,1,56,3,1,3,3,0,2247,19529,0,0,17,3,3,0,3,0,2,3,1,0,2,1
21,1,891,1,9,2,2,4,1,32,3,1,7,1,1,1516,26971,1,0,16,3,2,0,1,3,2,1,0,1,0,1
29,1,1112,1,5,3,3,2,1,53,2,1,6,1,2,4377,3111,3,0,14,3,2,0,7,2,2,6,5,4,4,1
30,2,600,0,17,3,3,3,1,64,1,1,1,2,1,2237,23380,2,1,19,3,2,0,3,3,1,1,0,0,0,1
21,1,976,1,6,1,4,1,0,87,2,1,7,2,2,2344,9057,1,0,13,3,2,0,2,3,2,2,1,0,1,1
28,2,581,1,11,2,1,2,0,43,2,1,2,1,1,2360,6987,1,1,13,3,3,1,1,1,3,1,0,0,0,1
34,2,980,0,7,3,0,3,0,67,3,1,1,1,0,2186,23470,3,1,19,3,4,0,5,3,2,2,1,0,1,1
21,1,454,1,6,1,1,2,1,33,2,1,7,2,1,2701,4522,0,0,12,3,2,0,1,3,3,0,0,0,0,1
26,2,331,1,5,3,1,1,0,40,2,1,6,2,2,1600,22170,1,0,12,3,3,0,1,3,3,1,0,0,0,1
40,2,1312,1,19,2,1,2,0,70,3,1,7,1,1,3131,21717,0,0,21,3,3,0,3,4,2,3,2,0,1,1
34,2,1142,0,8,3,4,1,0,55,3,1,1,2,1,2648,3115,1,0,14,3,3,0,3,0,2,2,2,1,2,1
31,2,407,2,2,3,2,2,0,81,2,2,7,2,1,9859,26151,6,0,12,3,3,0,7,3,2,2,2,1,2,1
48,2,1119,1,14,3,1,2,1,96,3,1,4,3,2,2814,10630,1,0,12,3,3,0,5,3,3,5,3,0,1,1
20,1,1121,1,9,1,2,4,1,32,3,1,6,2,1,1268,26984,1,0,13,3,3,0,1,4,2,1,0,1,0,1
25,2,1078,1,13,1,3,3,0,82,2,1,4,2,1,2393,15435,1,1,14,3,3,0,2,4,2,2,1,0,0,1
27,2,620,0,22,2,3,3,0,59,3,1,1,2,1,2279,7109,0,1,14,3,3,1,3,3,3,2,1,0,1,1
30,1,164,1,12,3,4,1,0,53,2,2,6,2,1,5697,17506,4,0,11,3,1,0,7,3,1,5,2,0,0,1
49,2,545,1,6,2,5,4,1,65,3,1,4,3,1,2236,3532,5,0,12,3,3,1,16,4,2,6,5,5,4,1
29,2,970,1,5,3,2,1,0,43,2,1,6,3,1,4736,25829,7,1,13,3,2,2,4,2,3,2,2,2,2,1
41,0,681,1,15,2,2,2,1,67,2,1,4,2,2,2432,10296,0,0,19,3,2,0,4,1,3,3,2,1,1,1
34,1,370,1,7,3,1,3,1,90,3,2,2,1,1,5246,6502,4,0,15,3,2,1,10,2,2,6,1,0,6,1
53,2,1005,1,23,4,1,1,0,70,3,3,5,1,1,10426,5463,5,0,12,3,2,0,18,2,2,8,3,4,2,1
38,1,358,1,12,4,2,3,0,65,3,2,4,1,1,4225,5103,1,0,14,3,2,0,9,4,1,8,2,0,6,1
30,1,108,1,4,3,2,1,0,60,3,1,2,1,1,2408,25760,0,0,16,3,1,0,3,2,3,2,1,0,1,1
26,2,838,1,6,1,2,2,0,47,3,1,4,2,1,1451,26840,1,1,11,3,4,0,1,3,3,1,0,0,0,1
18,1,665,1,4,2,2,2,0,64,2,1,7,3,2,1545,18241,1,0,12,3,2,0,0,2,3,0,0,0,0,1
38,2,898,2,9,3,1,1,1,64,2,2,7,1,1,9986,5516,2,0,11,3,3,0,11,3,2,7,5,4,5,1
24,1,1228,1,3,1,3,3,1,36,2,1,3,4,1,3469,4503,0,1,13,3,2,1,5,3,3,5,5,3,4,1
32,2,827,2,19,4,2,1,0,41,2,2,7,2,2,4884,7962,0,1,20,3,2,0,14,1,3,13,8,9,8,1
33,1,952,1,15,3,1,1,0,62,2,1,6,1,2,3922,3146,1,0,16,3,1,0,11,3,3,11,7,6,7,1
21,1,983,2,13,2,1,2,1,70,2,1,8,2,2,1530,8050,1,1,14,3,4,0,0,3,3,0,0,0,0,1
19,2,784,0,6,2,4,2,0,74,2,1,3,2,2,2581,18358,1,0,13,3,2,0,1,2,3,1,0,0,0,1
36,2,1092,2,7,2,1,1,0,84,3,2,7,3,1,6886,19282,5,0,11,3,1,1,8,0,1,3,2,0,2,1
29,1,472,1,23,2,1,3,1,73,2,1,5,3,1,2436,14750,1,0,23,3,2,0,1,3,2,1,0,1,0,1
18,1,762,1,6,2,3,2,0,81,2,1,7,2,2,1976,18362,1,1,13,3,2,0,0,2,3,0,0,0,0,1
27,1,392,0,10,3,1,2,0,54,2,1,3,3,0,2764,23089,2,1,14,3,2,1,6,2,2,5,5,0,0,1
27,2,640,0,12,2,3,2,0,81,2,1,3,1,1,2234,7162,2,0,11,3,3,0,8,2,2,6,3,0,5,1
32,2,485,1,4,3,2,4,0,45,3,1,7,2,2,2810,9027,1,1,12,3,2,0,2,2,3,1,0,0,0,1
28,2,260,1,8,3,4,1,1,83,2,1,4,1,1,2377,7483,4,0,14,3,3,1,7,2,1,6,4,0,4,1
28,2,1471,2,12,2,1,3,0,83,3,2,7,2,2,9842,23337,3,1,11,3,3,0,6,0,2,2,0,2,2,1
20,1,1109,1,8,2,1,2,0,45,2,1,3,1,2,1459,17587,1,0,12,3,1,0,0,4,2,0,0,0,0,1
28,1,1172,1,11,2,1,2,0,63,1,1,6,2,1,3536,4516,0,1,18,3,2,0,6,5,3,6,1,3,4,1
39,1,724,1,14,3,1,1,1,65,3,3,2,2,1,9295,22380,5,0,14,3,1,0,11,2,2,3,2,2,2,1
32,2,525,1,16,2,1,1,1,85,3,1,3,2,2,2871,17590,1,0,17,3,3,0,4,2,1,2,0,0,1,1
28,2,1074,1,5,2,4,4,0,84,3,1,6,1,2,2662,8607,4,0,12,3,2,0,6,4,2,4,1,0,3,1
43,0,741,0,27,3,0,1,0,77,3,3,2,1,0,11401,10566,2,1,12,3,3,1,10,2,2,8,5,6,7,1
39,2,672,2,7,1,1,2,1,54,2,3,7,3,1,10352,5590,2,1,11,3,1,0,15,5,2,12,5,2,5,1
30,2,844,2,6,3,2,3,0,82,2,2,7,2,2,9885,25037,5,1,11,3,3,0,6,1,2,2,1,2,2,1
30,1,1103,1,4,3,2,2,1,57,2,1,6,1,2,4135,3124,2,0,13,3,1,0,8,2,2,7,6,5,5,1
34,1,393,1,6,3,2,3,1,84,2,1,4,3,1,3510,21521,2,1,15,3,1,1,3,0,1,1,0,0,0,1
30,1,1025,1,2,3,3,4,0,75,3,1,6,1,2,2524,8467,3,1,11,3,2,0,6,3,3,4,2,0,3,1
31,1,491,1,16,3,1,2,0,58,1,2,4,1,2,6392,22928,3,0,19,3,3,0,9,4,2,7,4,0,3,1
46,1,764,2,16,3,1,2,1,53,3,3,7,1,2,12390,3849,2,1,12,3,2,0,19,2,2,13,6,8,9,1
24,2,780,0,1,3,2,1,1,60,2,1,5,3,0,2295,3029,2,1,15,3,1,1,5,2,2,2,0,2,0,1
24,2,1003,0,10,2,5,2,1,40,2,1,1,4,0,2453,18629,3,0,12,3,1,0,3,2,2,2,0,0,1,1
29,1,334,1,24,3,2,3,0,55,2,2,6,1,2,6779,22963,4,0,14,3,2,0,9,4,2,6,3,0,1,1
37,1,774,2,4,3,3,2,1,73,3,2,7,1,2,9490,10019,0,0,20,3,1,0,8,3,3,8,7,5,7,1
27,1,376,1,10,2,3,1,1,89,1,1,6,2,2,1855,7760,3,0,13,3,3,0,6,2,1,5,4,0,4,1
33,2,335,0,12,3,1,4,1,83,2,1,3,2,1,3206,21658,0,0,17,3,1,0,2,1,2,1,0,0,0,1
35,0,322,2,19,1,3,2,1,64,1,2,7,2,2,5033,21713,6,0,17,3,3,0,8,4,2,4,3,3,2,1
32,2,129,2,14,3,2,1,0,66,2,2,7,1,2,5364,26550,4,0,14,3,3,0,6,2,3,3,2,0,2,1
33,2,612,1,17,2,3,2,1,72,1,2,5,3,0,5697,21735,4,1,14,3,4,2,8,2,2,4,2,3,3,1
28,1,356,1,9,3,4,1,0,49,3,1,6,2,2,5333,17138,5,0,12,3,1,0,6,3,1,4,2,0,0,1
29,1,435,2,10,3,1,2,0,60,1,1,8,1,1,2469,14566,1,0,14,3,3,0,1,2,3,1,1,1,1,1
22,2,1311,1,7,1,2,3,0,79,3,1,2,1,0,2489,16048,0,0,16,3,2,0,1,5,3,1,0,0,0,1
22,1,1364,1,4,1,4,2,0,98,2,1,2,2,2,3896,9138,5,0,16,3,2,0,4,2,3,2,2,0,2,1
31,2,545,0,16,4,1,3,1,76,3,1,1,2,1,2741,21764,2,0,15,3,3,0,4,3,2,2,1,0,1,1
37,1,1083,1,4,2,1,2,0,55,2,1,2,3,0,2682,13853,4,1,15,3,4,1,4,3,2,3,1,0,1,1
36,1,542,1,19,3,2,3,0,77,3,1,6,2,1,4332,22838,0,0,16,3,2,0,5,0,2,4,2,1,2,1
34,2,845,2,3,3,1,2,0,59,2,2,7,1,1,9225,5450,1,0,12,3,3,1,9,3,3,9,8,6,7,1
31,2,171,1,3,2,1,1,0,70,3,1,2,1,0,2167,26495,1,1,14,3,3,0,1,2,3,1,0,0,0,1
26,1,1330,0,21,3,2,1,0,39,2,1,1,2,0,2433,19394,1,0,19,3,2,0,1,0,2,1,0,0,0,1
29,1,748,1,8,1,4,3,0,80,2,1,7,1,1,2516,20713,2,0,17,3,2,0,3,3,3,0,0,0,0,1
45,2,803,1,1,2,1,1,0,79,2,2,3,3,1,5333,18792,7,1,14,3,3,0,19,2,2,1,0,0,0,1
40,1,580,2,6,3,4,2,0,67,3,2,7,2,2,5193,17356,3,0,12,3,2,0,5,4,2,2,1,0,0,1
26,2,994,1,19,2,1,3,0,83,2,1,3,2,1,2244,3246,1,0,15,3,1,0,2,2,1,1,0,0,0,1
29,1,334,1,24,3,2,3,0,56,2,2,5,1,2,6820,22961,4,0,14,3,2,0,9,4,2,6,3,1,1,1
47,1,238,1,8,3,1,1,1,84,3,4,3,3,1,13009,11196,6,0,14,3,3,1,22,2,2,18,7,6,6,1
40,2,333,0,10,2,2,2,1,62,2,1,1,1,0,2336,3366,5,0,13,3,4,2,8,3,2,5,4,4,3,1
32,2,1235,0,2,4,0,3,1,93,3,1,1,1,1,1427,24790,1,0,12,3,1,0,1,2,3,1,0,0,0,1
26,1,1444,1,2,2,4,1,0,88,3,1,6,2,1,2779,15810,2,0,15,3,3,0,3,3,3,2,1,0,1,1
33,1,852,1,11,2,2,2,0,69,3,2,5,3,0,9978,22852,4,0,11,3,2,1,13,3,3,1,0,0,0,1
24,1,197,1,8,2,1,1,0,50,2,1,2,2,2,2547,25466,0,0,18,3,2,0,2,2,1,2,2,1,2,1
44,2,1238,1,24,2,1,1,1,77,2,1,2,3,2,2471,10378,1,0,14,3,3,0,3,2,2,2,1,0,0,1
27,2,949,1,1,3,2,1,0,46,3,1,6,3,1,4712,25646,9,0,14,3,1,1,4,3,3,2,2,2,1,1
29,1,997,1,17,3,4,2,0,45,2,2,6,1,2,4944,3094,3,0,19,3,2,0,9,2,2,8,4,1,4,1
41,2,707,2,19,2,2,3,0,62,2,2,7,3,1,6657,6055,1,0,13,3,1,2,8,5,3,6,4,2,1,1
32,1,987,1,9,3,3,1,0,39,3,1,3,1,2,4312,10279,5,0,22,4,1,0,10,2,4,6,5,1,4,1
38,1,553,1,11,2,3,2,0,42,2,1,6,3,1,2434,15466,6,1,15,3,2,0,6,3,3,2,0,0,1,1
30,1,980,1,1,2,4,2,1,86,2,1,6,2,1,2064,19829,0,0,14,3,3,0,6,1,1,5,1,0,4,1
34,2,359,0,20,4,1,3,1,90,3,1,3,1,1,3374,21786,0,0,15,3,2,0,3,3,3,2,0,0,1,1
36,2,1160,1,16,3,2,1,1,63,2,1,4,1,2,2245,3152,3,1,17,3,2,0,7,1,2,2,2,1,2,1
18,1,1291,1,5,3,1,2,0,68,3,1,7,1,2,1907,8066,1,0,14,3,3,0,0,2,3,0,0,0,0,1
22,1,620,1,3,1,1,2,0,34,3,2,4,3,1,4176,10027,0,1,19,3,1,0,4,2,4,3,2,0,2,1
26,2,1288,1,18,3,3,1,1,42,3,1,2,3,0,2337,19420,0,0,19,3,3,0,1,0,2,1,1,0,0,1
28,1,1205,1,6,3,1,1,0,62,3,1,2,2,1,2764,14283,1,0,15,3,3,0,6,4,3,5,2,1,2,1
31,2,1038,2,16,4,2,1,1,69,2,3,7,2,1,8209,18910,2,0,12,3,1,2,9,2,3,1,0,0,0,1
26,2,1060,1,18,2,3,3,1,34,2,1,5,2,0,2396,18791,2,0,15,3,2,2,2,2,2,2,0,0,1,1
27,1,989,0,5,2,3,1,0,50,2,1,1,2,0,2495,7099,0,0,14,3,1,1,2,2,3,1,0,0,0,1
25,2,218,2,8,3,2,2,0,44,2,2,7,3,1,6085,26520,1,0,12,3,4,0,6,1,2,6,4,0,4,1
33,2,647,2,8,3,1,1,0,78,3,2,7,1,2,8026,18481,0,1,16,3,1,0,6,2,2,5,2,0,3,1
22,2,512,1,19,3,3,3,1,36,2,1,7,2,1,2156,9986,1,1,12,3,2,0,2,2,4,1,0,0,0,1
38,1,1029,1,3,2,1,1,1,70,2,1,7,3,1,2753,3981,0,1,12,3,2,0,2,3,3,1,1,0,1,1
31,1,797,1,2,3,2,2,0,48,2,1,4,2,2,4152,16625,4,0,18,3,3,0,6,2,2,1,1,1,0,1
41,2,783,1,2,2,1,1,0,78,1,1,7,2,1,2497,3834,3,1,13,3,3,0,5,2,3,4,3,1,3,1
30,0,889,1,5,2,1,2,0,81,2,1,4,2,0,2500,20048,3,0,17,3,1,0,3,3,1,1,0,0,0,1
37,1,315,1,17,2,1,3,1,52,2,1,2,3,1,2138,13084,6,1,14,3,2,0,5,3,2,3,1,0,2,1
34,2,749,2,10,2,2,4,0,55,2,2,7,1,1,10298,21561,8,0,16,3,3,0,14,2,3,12,11,5,0,1
27,2,816,1,2,3,2,1,1,39,2,1,6,3,1,5096,26393,6,1,13,3,2,2,4,2,3,3,2,1,2,1
48,2,1172,2,10,3,1,2,0,43,2,2,7,3,1,7709,5845,1,0,17,3,1,1,9,3,3,9,8,6,7,1
54,2,274,1,2,2,1,2,0,46,1,5,3,3,1,19593,25810,3,0,13,3,4,0,35,2,3,31,14,8,8,1
29,1,1157,1,3,3,1,2,1,57,2,1,6,3,1,2809,4118,0,1,11,3,2,0,1,4,3,0,0,0,0,1
21,1,444,1,12,2,1,2,1,59,1,1,4,4,2,1109,8666,1,0,18,3,3,0,1,3,2,1,0,1,0,1
31,1,652,1,11,3,1,2,0,40,2,1,6,3,2,4229,3804,1,0,15,3,1,0,9,2,1,9,3,5,7,1
29,1,600,1,8,2,3,3,1,56,2,1,2,2,1,2587,5822,3,0,11,3,3,0,4,3,2,1,1,1,1,1
27,2,1342,1,2,1,2,2,0,79,3,1,7,1,0,3078,16464,0,0,11,3,1,1,5,2,3,4,3,0,2,1
33,1,1102,0,8,3,4,1,0,54,3,1,1,2,1,2822,3084,1,0,14,3,3,0,3,0,3,3,2,2,2,1
27,2,320,1,7,3,3,2,1,70,1,1,2,1,1,2199,4731,1,0,11,3,3,0,6,3,2,6,5,0,5,1
44,2,269,1,21,1,2,4,0,64,2,2,0,1,1,8830,10861,3,0,21,3,3,1,12,2,3,9,7,3,7,1
23,2,927,1,2,3,2,2,1,61,3,1,4,3,1,2108,3133,1,1,17,3,1,1,4,2,2,1,0,1,0,1
37,2,1295,1,2,2,4,4,1,86,2,1,2,3,1,2089,2548,5,0,14,3,2,0,8,3,3,0,0,0,0,1
35,1,605,1,18,3,2,3,0,71,3,1,6,2,1,4480,23074,0,0,17,3,2,0,5,0,2,4,2,2,2,1
21,1,1239,2,3,3,1,2,0,64,3,1,8,2,2,1992,8128,1,1,13,3,3,0,0,2,3,0,0,0,0,1
31,1,497,0,4,3,0,2,1,93,3,1,1,3,1,3602,21145,5,0,13,3,3,0,6,2,1,1,1,1,1,1
32,2,257,2,17,2,1,1,0,67,2,3,7,1,1,8275,10342,1,0,18,3,2,0,11,2,1,2,1,0,2,1
43,1,935,0,23,3,0,3,0,43,2,1,1,2,0,3150,19906,2,0,21,3,3,0,18,0,1,1,0,0,0,1
27,1,553,0,11,3,1,3,0,58,2,1,2,3,0,2164,9786,4,0,11,3,2,0,4,0,2,3,1,0,1,1
27,1,718,1,8,3,1,1,0,53,1,1,5,2,1,2802,14473,1,0,14,3,3,0,3,3,3,3,2,1,2,1
38,2,883,1,5,3,4,3,1,56,2,1,7,3,0,2091,3331,3,0,14,3,3,1,18,5,3,1,0,0,0,1
40,1,676,1,14,2,1,2,1,66,2,2,5,3,0,6219,15032,4,0,12,3,2,0,9,1,3,2,1,0,1,1
43,1,927,1,23,3,1,3,1,42,3,1,2,3,0,3147,19910,2,0,21,4,3,1,18,0,1,1,0,0,0,1
28,2,1074,1,5,3,4,2,1,73,3,1,5,3,1,2135,19663,0,0,15,3,3,0,5,0,2,4,1,0,3,1
32,2,709,1,12,3,2,2,0,53,2,1,2,3,1,2237,22168,4,0,12,3,3,0,6,2,1,4,3,0,3,1
28,2,977,1,9,3,1,3,0,86,2,1,5,1,2,2544,11438,5,1,19,3,3,0,2,4,2,0,0,0,0,1
31,1,655,1,25,4,2,1,1,71,3,2,6,3,1,5747,21070,1,1,11,3,3,0,10,3,2,10,5,1,7,1
49,2,1080,2,5,2,1,2,0,66,3,2,7,2,2,8605,21739,8,1,18,3,3,0,9,1,2,7,6,6,6,1
54,1,519,1,5,3,2,2,0,59,2,3,3,1,0,10449,12334,7,0,13,3,4,0,28,0,2,11,8,6,8,1
26,0,263,2,27,2,2,2,1,78,1,2,7,1,1,5066,21725,7,0,18,3,3,0,7,5,2,2,2,2,2,1
